annee,pays,sport 1,sport 2,sport 3,,,sport,sexe
a,p,s1,s2,s3,s1o,s2o,n,sx
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,100 m haies,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,110 m haies,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,20 km marche,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,20 km marche sur route,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,3 000 m steeple,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,3 000 m steeple,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,400 m haies,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,400 m haies,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,5 000 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,5 000 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,50 km marche,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Décathlon,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Heptathlon,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Marathon,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Marathon,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Marteau,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Marteau,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Saut à la perche,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Saut à la perche,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,H
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Triple saut,F
2016,Rio,Athlétisme,Athlétisme,Athlétisme,3,1,Triple saut,H
2016,Rio,Eau,Aviron,Aviron,1,6,Deux de couple (2x),F
2016,Rio,Eau,Aviron,Aviron,1,6,Deux de couple (2x),H
2016,Rio,Eau,Aviron,Aviron,1,6,Deux de couple poids légers,F
2016,Rio,Eau,Aviron,Aviron,1,6,Deux de couple poids légers,H
2016,Rio,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur,F
2016,Rio,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur,H
2016,Rio,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),F
2016,Rio,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),H
2016,Rio,Eau,Aviron,Aviron,1,6,Quatre en couple sans barreur,F
2016,Rio,Eau,Aviron,Aviron,1,6,Quatre en couple sans barreur,H
2016,Rio,Eau,Aviron,Aviron,1,6,Quatre en pointe sans barreur,H
2016,Rio,Eau,Aviron,Aviron,1,6,Quatre en pointe sans barreur poids légers,H
2016,Rio,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),F
2016,Rio,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),H
2016,Rio,Raquette,Badminton,Badminton,10,20,Double,F
2016,Rio,Raquette,Badminton,Badminton,10,20,Double,H
2016,Rio,Raquette,Badminton,Badminton,10,20,Double,M
2016,Rio,Raquette,Badminton,Badminton,10,20,Simple,F
2016,Rio,Raquette,Badminton,Badminton,10,20,Simple,H
2016,Rio,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,F
2016,Rio,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,H
2016,Rio,Combat,Boxe,Boxe,2,7,Plus de 91 kg (poids superlourd),H
2016,Rio,Combat,Boxe,Boxe,2,7,46-49 kg,H
2016,Rio,Combat,Boxe,Boxe,2,7,51 kg (poids mouche),F
2016,Rio,Combat,Boxe,Boxe,2,7,52 kg,H
2016,Rio,Combat,Boxe,Boxe,2,7,56 kg,H
2016,Rio,Combat,Boxe,Boxe,2,7,57-60 kg (poids léger),H
2016,Rio,Combat,Boxe,Boxe,2,7,60-64 kg,H
2016,Rio,Combat,Boxe,Boxe,2,7,60 kg (poids léger),F
2016,Rio,Combat,Boxe,Boxe,2,7,64-69 kg,H
2016,Rio,Combat,Boxe,Boxe,2,7,69-75 kg,H
2016,Rio,Combat,Boxe,Boxe,2,7,75-81 kg (poids mi-lourd),H
2016,Rio,Combat,Boxe,Boxe,2,7,75 kg (poids moyen),F
2016,Rio,Combat,Boxe,Boxe,2,7,81-91 kg (poids lourd),H
2016,Rio,Eau,Canoë,Canoë - slalom,1,9,C-1 (canoë monoplace),H
2016,Rio,Eau,Canoë,Canoë - slalom,1,9,C-2 (canoë biplace),H
2016,Rio,Eau,Canoë,Canoë - slalom,1,9,K-1 (kayak monoplace),F
2016,Rio,Eau,Canoë,Canoë - slalom,1,9,K-1 (kayak monoplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,C-1 1 000 m (canoë monoplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,C-1 200 m (canoë monoplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,C-2 1 000 m (canoë biplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-1 1 000 m (kayak monoplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-1 200 m (kayak monoplace),F
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-1 200 m (kayak monoplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-1 500 m (kayak monoplace),F
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-2 1 000 m (kayak biplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-2 200 m (kayak biplace),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-2 500 m (kayak biplace),F
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-4 1 000 m (kayak à quatre),H
2016,Rio,Eau,Canoë,Canoë - sprint,1,9,K-4 500 m (kayak à quatre),F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Keirin,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Keirin,H
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Omnium,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Omnium,H
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite par équipes (3 000 m),F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite par équipes (4 000 m),H
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse individuel,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse individuel,H
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse par équipes,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse par équipes,H
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Contre-la-montre individuel,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Contre-la-montre individuel,H
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Course sur route individuel,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Course sur route individuel,H
2016,Rio,Combat,Escrime,Escrime,2,11,Epée individuel,F
2016,Rio,Combat,Escrime,Escrime,2,11,Epée individuel,H
2016,Rio,Combat,Escrime,Escrime,2,11,Epée par équipes,F
2016,Rio,Combat,Escrime,Escrime,2,11,Fleuret individuel,F
2016,Rio,Combat,Escrime,Escrime,2,11,Fleuret individuel,H
2016,Rio,Combat,Escrime,Escrime,2,11,Fleuret par équipes,F
2016,Rio,Combat,Escrime,Escrime,2,11,Fleuret par équipes,H
2016,Rio,Combat,Escrime,Escrime,2,11,Sabre individuel,F
2016,Rio,Combat,Escrime,Escrime,2,11,Sabre individuel,H
2016,Rio,Combat,Escrime,Escrime,2,11,Sabre par équipes,H
2016,Rio,Collectif,Football,Football,7,23,Football,F
2016,Rio,Collectif,Football,Football,7,23,Football,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Anneaux,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barre fixe,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres asymétriques,F
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres parallèles,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Cheval d'arçons,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,F
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,F
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,F
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Poutre,F
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval,F
2016,Rio,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval,H
2016,Rio,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Concours des ensembles,F
2016,Rio,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Concours individuel multiple,F
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,105 kg (poids lourd),H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,48 kg,F
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,53 kg,F
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Moins de 56 kg (poids coq),H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,58 kg,F
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,62 kg (poids plume),H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,63 kg,F
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,69 kg,F
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,69 kg,H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,77 kg,H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,85 kg,H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,94 kg,H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Plus de 105 kg (poids superlourd),H
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,75 kg,F
2016,Rio,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Plus de 75 kg,F
2016,Rio,Collectif,Handball,Handball,7,25,Handball,F
2016,Rio,Collectif,Handball,Handball,7,25,Handball,H
2016,Rio,Collectif,Hockey,Hockey,7,21,Hockey,F
2016,Rio,Collectif,Hockey,Hockey,7,21,Hockey,H
2016,Rio,Combat,Judo,Judo,2,13,48-52 kg (poids mi-léger),F
2016,Rio,Combat,Judo,Judo,2,13,52-57 kg (poids léger),F
2016,Rio,Combat,Judo,Judo,2,13,57-63 kg (poids mi-moyen),F
2016,Rio,Combat,Judo,Judo,2,13,60-66 kg (poids mi-léger),H
2016,Rio,Combat,Judo,Judo,2,13,63-70 kg (poids moyen),F
2016,Rio,Combat,Judo,Judo,2,13,66-73 kg (poids léger),H
2016,Rio,Combat,Judo,Judo,2,13,70-78 kg (poids mi-lourd),F
2016,Rio,Combat,Judo,Judo,2,13,73-81 kg (poids mi-moyen),H
2016,Rio,Combat,Judo,Judo,2,13,81-90 kg (poids moyen),H
2016,Rio,Combat,Judo,Judo,2,13,90-100 kg (poids mi-lourd),H
2016,Rio,Combat,Judo,Judo,2,13,Moins de 48 kg,F
2016,Rio,Combat,Judo,Judo,2,13,Moins de 60 kg,H
2016,Rio,Combat,Judo,Judo,2,13,Plus de 100 kg (poids lourd),H
2016,Rio,Combat,Judo,Judo,2,13,Plus de 78 kg (poids lourd),F
2016,Rio,Combat,Lutte,Lutte libre,2,4,120 kg,H
2016,Rio,Combat,Lutte,Lutte gréco-romaine,2,4,120 kg,H
2016,Rio,Combat,Lutte,Lutte gréco-romaine,2,4,55 kg,H
2016,Rio,Combat,Lutte,Lutte gréco-romaine,2,4,60 kg,H
2016,Rio,Combat,Lutte,Lutte gréco-romaine,2,4,66 kg,H
2016,Rio,Combat,Lutte,Lutte gréco-romaine,2,4,74 kg,H
2016,Rio,Combat,Lutte,Lutte gréco-romaine,2,4,84 kg,H
2016,Rio,Combat,Lutte,Lutte gréco-romaine,2,4,96 kg,H
2016,Rio,Combat,Lutte,Lutte libre,2,4,48 kg,F
2016,Rio,Combat,Lutte,Lutte libre,2,4,55 kg,F
2016,Rio,Combat,Lutte,Lutte libre,2,4,55 kg,H
2016,Rio,Combat,Lutte,Lutte libre,2,4,60 kg,H
2016,Rio,Combat,Lutte,Lutte libre,2,4,63 kg,F
2016,Rio,Combat,Lutte,Lutte libre,2,4,66 kg,H
2016,Rio,Combat,Lutte,Lutte libre,2,4,72 kg,F
2016,Rio,Combat,Lutte,Lutte libre,2,4,74 kg,H
2016,Rio,Combat,Lutte,Lutte libre,2,4,84 kg,H
2016,Rio,Combat,Lutte,Lutte libre,2,4,96 kg,H
2016,Rio,Eau,Natation,Natation,1,2,100 m brasse,F
2016,Rio,Eau,Natation,Natation,1,2,100 m brasse,H
2016,Rio,Eau,Natation,Natation,1,2,100 m dos,F
2016,Rio,Eau,Natation,Natation,1,2,100 m dos,H
2016,Rio,Eau,Natation,Natation,1,2,100 m nage libre,F
2016,Rio,Eau,Natation,Natation,1,2,100 m nage libre,H
2016,Rio,Eau,Natation,Natation,1,2,100 m papillon,F
2016,Rio,Eau,Natation,Natation,1,2,100 m papillon,H
2016,Rio,Eau,Natation,Natation,1,2,1 500 m nage libre,H
2016,Rio,Eau,Natation,Natation,1,2,200 m brasse,F
2016,Rio,Eau,Natation,Natation,1,2,200 m brasse,H
2016,Rio,Eau,Natation,Natation,1,2,200 m dos,F
2016,Rio,Eau,Natation,Natation,1,2,200 m dos,H
2016,Rio,Eau,Natation,Natation,1,2,200 m nage libre,F
2016,Rio,Eau,Natation,Natation,1,2,200 m nage libre,H
2016,Rio,Eau,Natation,Natation,1,2,200 m papillon,F
2016,Rio,Eau,Natation,Natation,1,2,200 m papillon,H
2016,Rio,Eau,Natation,Natation,1,2,200 m quatre nages individuel,F
2016,Rio,Eau,Natation,Natation,1,2,200 m quatre nages individuel,H
2016,Rio,Eau,Natation,Natation,1,2,400 m nage libre,F
2016,Rio,Eau,Natation,Natation,1,2,400 m nage libre,H
2016,Rio,Eau,Natation,Natation,1,2,400 m quatre nages individuel,F
2016,Rio,Eau,Natation,Natation,1,2,400 m quatre nages individuel,H
2016,Rio,Eau,Natation,Natation,1,2,50 m nage libre,H
2016,Rio,Eau,Natation,Natation,1,2,50 m nage libre,F
2016,Rio,Eau,Natation,Natation,1,2,800 m nage libre,F
2016,Rio,Eau,Natation,Natation,1,2,Marathon 10 km,F
2016,Rio,Eau,Natation,Natation,1,2,Marathon 10 km,H
2016,Rio,Eau,Natation,Natation,1,2,Relais 4 × 100 m nage libre,F
2016,Rio,Eau,Natation,Natation,1,2,Relais 4 × 100 m nage libre,H
2016,Rio,Eau,Natation,Natation,1,2,Relais 4 × 100 m quatre nages,F
2016,Rio,Eau,Natation,Natation,1,2,Relais 4 × 100 m quatre nages,H
2016,Rio,Eau,Natation,Natation,1,2,Relais 4 × 200 m nage libre,F
2016,Rio,Eau,Natation,Natation,1,2,Relais 4 × 200 m nage libre,H
2016,Rio,Eau,Natation,Natation synchronisée,1,2,En duo,F
2016,Rio,Eau,Natation,Natation synchronisée,1,2,Par équipes,F
2016,Rio,Complet,Pentathlon,Pentathlon,11,18,Individuel,F
2016,Rio,Complet,Pentathlon,Pentathlon,11,18,Individuel,H
2016,Rio,Eau,Natation,Plongeon,1,2,Haut vol 10 m,F
2016,Rio,Eau,Natation,Plongeon,1,2,Haut vol 10 m,H
2016,Rio,Eau,Natation,Plongeon,1,2,Plongeon synchronisé haut vol 10 m,F
2016,Rio,Eau,Natation,Plongeon,1,2,Plongeon synchronisé haut vol 10 m,H
2016,Rio,Eau,Natation,Plongeon,1,2,Plongeon synchronisé tremplin 3 m,F
2016,Rio,Eau,Natation,Plongeon,1,2,Plongeon synchronisé tremplin 3 m,H
2016,Rio,Eau,Natation,Plongeon,1,2,Tremplin 3 m,F
2016,Rio,Eau,Natation,Plongeon,1,2,Tremplin 3 m,H
2016,Rio,Equitation,Equitation,Equitation - complet,9,14,Concours complet individuel,M
2016,Rio,Equitation,Equitation,Equitation - complet,9,14,Concours complet par équipes,M
2016,Rio,Equitation,Equitation,Equitation - dressage,9,14,Dressage individuel - grand prix,M
2016,Rio,Equitation,Equitation,Equitation - dressage,9,14,Dressage par équipes - grand prix,M
2016,Rio,Equitation,Equitation,Equitation - obstacle,9,14,Saut d'obstacles individuel,M
2016,Rio,Equitation,Equitation,Equitation - obstacle,9,14,Saut d'obstacles par équipes,M
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,49-57 kg,F
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,57-67 kg,F
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,58-68 kg,H
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,68-80 kg,H
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,Moins de 49 kg,F
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,Moins de 58 kg,H
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,Plus de 67 kg,F
2016,Rio,Combat,Taekwondo,Taekwondo,2,16,Plus de 80 kg,H
2016,Rio,Raquette,Tennis,Tennis,10,15,Double,F
2016,Rio,Raquette,Tennis,Tennis,10,15,Double,H
2016,Rio,Raquette,Tennis,Tennis,10,15,Double,M
2016,Rio,Raquette,Tennis,Tennis,10,15,Simple,F
2016,Rio,Raquette,Tennis,Tennis,10,15,Simple,H
2016,Rio,Raquette,Tennis,Tennis de table,10,15,Par équipes,F
2016,Rio,Raquette,Tennis,Tennis de table,10,15,Par équipe,H
2016,Rio,Raquette,Tennis,Tennis de table,10,15,Simple,F
2016,Rio,Raquette,Tennis,Tennis de table,10,15,Simple,H
2016,Rio,Adresse,Tir,Tir,5,5,10 m carabine,F
2016,Rio,Adresse,Tir,Tir,5,5,10 m pistolet,F
2016,Rio,Adresse,Tir,Tir,5,5,10 m pistolet à air (60 coups),H
2016,Rio,Adresse,Tir,Tir,5,5,10 m rifle à air (60 coups),H
2016,Rio,Adresse,Tir,Tir,5,5,25 m pistolet (30 + 30 coups),F
2016,Rio,Adresse,Tir,Tir,5,5,25 m pistolet feu rapide (60 coups),H
2016,Rio,Adresse,Tir,Tir,5,5,50 m rifle 3 positions,F
2016,Rio,Adresse,Tir,Tir,5,5,50 m pistolet (60 coups),H
2016,Rio,Adresse,Tir,Tir,5,5,50 m rifle 3 positions (3 × 40 coups),H
2016,Rio,Adresse,Tir,Tir,5,5,50 m rifle couché (60 coups),H
2016,Rio,Adresse,Tir,Tir,5,5,Double trap (150 cibles),H
2016,Rio,Adresse,Tir,Tir,5,5,Fosse olympique (125 cibles),H
2016,Rio,Adresse,Tir,Tir,5,5,Skeet (125 cibles),H
2016,Rio,Adresse,Tir,Tir,5,5,Skeet,F
2016,Rio,Adresse,Tir,Tir,5,5,Trap,F
2016,Rio,Adresse,Tir à l'arc,Tir à l'arc,5,17,Individuel (ronde olympique FITA - 70 m),F
2016,Rio,Adresse,Tir à l'arc,Tir à l'arc,5,17,Individuel (ronde olympique FITA - 70 m),H
2016,Rio,Adresse,Tir à l'arc,Tir à l'arc,5,17,Par équipes (ronde olympique FITA - 70 m),F
2016,Rio,Adresse,Tir à l'arc,Tir à l'arc,5,17,Par équipes (ronde olympique FITA - 70 m),H
2016,Rio,Gymnastique,Trampoline,Trampoline,4,27,Individuel,F
2016,Rio,Gymnastique,Trampoline,Trampoline,4,27,Individuel,H
2016,Rio,Complet,Triathlon,Triathlon,11,26,Individuel,F
2016,Rio,Complet,Triathlon,Triathlon,11,26,Individuel,H
2016,Rio,Cyclisme,Cyclisme,Cyclisme - BMX,6,8,Individuel,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme - BMX,6,8,Individuel,H
2016,Rio,Cyclisme,Cyclisme,Cyclisme - tout-terrain,6,8,Cross-country,F
2016,Rio,Cyclisme,Cyclisme,Cyclisme - tout-terrain,6,8,Cross-country,H
2016,Rio,Eau,Voile,Voile,1,12,Dériveur biplace,F
2016,Rio,Eau,Voile,Voile,1,12,Dériveur biplace,H
2016,Rio,Eau,Voile,Voile,1,12,Elliott 6 m - match racing,F
2016,Rio,Eau,Voile,Voile,1,12,Finn - dériveur monoplace lourd,H
2016,Rio,Eau,Voile,Voile,1,12,Laser - dériveur monoplace,H
2016,Rio,Eau,Voile,Voile,1,12,Laser Radial - dériveur monospace,F
2016,Rio,Eau,Voile,Voile,1,12,RS:X - planche à voile,F
2016,Rio,Eau,Voile,Voile,1,12,RS:X - planche à voile,H
2016,Rio,Eau,Voile,Voile,1,12,Skiff,H
2016,Rio,Eau,Voile,Voile,1,12,,H
2016,Rio,Collectif,Volley-ball,Volley-ball,7,19,Volley-ball,F
2016,Rio,Collectif,Volley-ball,Volley-ball,7,19,Volley-ball,H
2016,Rio,Collectif,Volley-ball,Volley-ball de plage,7,19,Volley-ball de plage,F
2016,Rio,Collectif,Volley-ball,Volley-ball de plage,7,19,Volley-ball de plage,H
2016,Rio,Eau,Water-polo,Water-polo,1,22,Water-polo,F
2016,Rio,Adresse,Golf,Golf,5,30,Golf,F
2016,Rio,Adresse,Golf,Golf,5,30,Golf,H
2016,Rio,Collectif,Rugby,Rugby à VII,7,29,Rugby à VII,F
2016,Rio,Collectif,Rugby,Rugby à VII,7,29,Rugby à VII,H
2016,Rio,Eau,Water-polo,Water-polo,1,22,Water-polo,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,100 m haies,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,110 m haies,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,20 km marche,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,20 km marche sur route,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,3 000 m steeple,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,3 000 m steeple,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,400 m haies,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,400 m haies,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,5 000 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,5 000 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,50 km marche,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Décathlon,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Heptathlon,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Marathon,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Marathon,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Marteau,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Marteau,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Saut à la perche,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Saut à la perche,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,F
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,H
2012,Londres,Athlétisme,Athlétisme,Athlétisme,3,1,Triple saut,F
