annee,pays,sport 1,sport 2,sport 3,,,sport,sexe
2 000,Sydney,Haltérophilie,Haltérophilie,Haltérophilie,8,10,85 kg,H
2 000,Sydney,Haltérophilie,Haltérophilie,Haltérophilie,8,10,94 kg,H
2 000,Sydney,Collectif,Handball,Handball,7,25,Handball,F
2 000,Sydney,Collectif,Handball,Handball,7,25,Handball,H
2 000,Sydney,Collectif,Hockey,Hockey,7,21,Hockey,F
2 000,Sydney,Collectif,Hockey,Hockey,7,21,Hockey,H
2 000,Sydney,Combat,Judo,Judo,2,13,Moins de 48 kg (poids superléger),F
2 000,Sydney,Combat,Judo,Judo,2,13,Plus de 100 kg (poids lourd),H
2 000,Sydney,Combat,Judo,Judo,2,13,Plus de 78 kg (poids lourd),F
2 000,Sydney,Combat,Judo,Judo,2,13,48-52 kg (poids mi-léger),F
2 000,Sydney,Combat,Judo,Judo,2,13,52-57 kg (poids léger),F
2 000,Sydney,Combat,Judo,Judo,2,13,57-63 kg (poids mi-moyen),F
2 000,Sydney,Combat,Judo,Judo,2,13,60-66 kg (poids mi-léger),H
2 000,Sydney,Combat,Judo,Judo,2,13,63-70 kg (poids moyen),F
2 000,Sydney,Combat,Judo,Judo,2,13,66-73 kg (poids léger),H
2 000,Sydney,Combat,Judo,Judo,2,13,70-78 kg (poids mi-lourd),F
2 000,Sydney,Combat,Judo,Judo,2,13,73-81 kg (poids mi-moyen),H
2 000,Sydney,Combat,Judo,Judo,2,13,81-90 kg (poids moyen),H
2 000,Sydney,Combat,Judo,Judo,2,13,90-100 kg (poids mi-lourd),H
2 000,Sydney,Combat,Judo,Judo,2,13,Moins de 60 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,48-54 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,54-58 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,58-63 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,63-69 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,69-76 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,76-85 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,85-97 kg,H
2 000,Sydney,Combat,Lutte,Lutte gréco-romaine,2,4,97-130 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,48-54 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,54-58 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,58-63 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,63-69 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,69-76 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,76-85 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,85-97 kg,H
2 000,Sydney,Combat,Lutte,Lutte libre,2,4,97-130 kg,H
2 000,Sydney,Eau,Natation,Natation,1,2,100 m brasse,F
2 000,Sydney,Eau,Natation,Natation,1,2,100 m brasse,H
2 000,Sydney,Eau,Natation,Natation,1,2,100 m dos,F
2 000,Sydney,Eau,Natation,Natation,1,2,100 m dos,H
2 000,Sydney,Eau,Natation,Natation,1,2,100 m nage libre,F
2 000,Sydney,Eau,Natation,Natation,1,2,100 m nage libre,H
2 000,Sydney,Eau,Natation,Natation,1,2,100 m papillon,F
2 000,Sydney,Eau,Natation,Natation,1,2,100 m papillon,H
2 000,Sydney,Eau,Natation,Natation,1,2,1 500 m nage libre,H
2 000,Sydney,Eau,Natation,Natation,1,2,200 m brasse,F
2 000,Sydney,Eau,Natation,Natation,1,2,200 m brasse,H
2 000,Sydney,Eau,Natation,Natation,1,2,200 m dos,F
2 000,Sydney,Eau,Natation,Natation,1,2,200 m dos,H
2 000,Sydney,Eau,Natation,Natation,1,2,200 m nage libre,F
2 000,Sydney,Eau,Natation,Natation,1,2,200 m nage libre,H
2 000,Sydney,Eau,Natation,Natation,1,2,200 m papillon,F
2 000,Sydney,Eau,Natation,Natation,1,2,200 m papillon,H
2 000,Sydney,Eau,Natation,Natation,1,2,200 m quatre nages individuel,F
2 000,Sydney,Eau,Natation,Natation,1,2,200 m quatre nages individuel,H
2 000,Sydney,Eau,Natation,Natation,1,2,400 m nage libre,F
2 000,Sydney,Eau,Natation,Natation,1,2,400 m nage libre,H
2 000,Sydney,Eau,Natation,Natation,1,2,400 m quatre nages individuel,F
2 000,Sydney,Eau,Natation,Natation,1,2,400 m quatre nages individuel,H
2 000,Sydney,Eau,Natation,Natation,1,2,50 m nage libre,H
2 000,Sydney,Eau,Natation,Natation,1,2,50 m nage libre,F
2 000,Sydney,Eau,Natation,Natation,1,2,800 m nage libre,F
2 000,Sydney,Eau,Natation,Natation,1,2,Relais 4 × 100 m nage libre,F
2 000,Sydney,Eau,Natation,Natation,1,2,Relais 4 × 100 m nage libre,H
2 000,Sydney,Eau,Natation,Natation,1,2,Relais 4 × 100 m quatre nages,F
2 000,Sydney,Eau,Natation,Natation,1,2,Relais 4 × 100 m quatre nages,H
2 000,Sydney,Eau,Natation,Natation,1,2,Relais 4 × 200 m nage libre,F
2 000,Sydney,Eau,Natation,Natation,1,2,Relais 4 × 200 m nage libre,H
2 000,Sydney,Eau,Natation,Natation synchronisée,1,2,En duo,F
2 000,Sydney,Eau,Natation,Natation synchronisée,1,2,Par équipes,F
2 000,Sydney,Complet,Pentathlon,Pentathlon,11,18,Individuel,F
2 000,Sydney,Complet,Pentathlon,Pentathlon,11,18,Individuel,H
2 000,Sydney,Eau,Natation,Plongeon,1,2,Haut vol 10 m,F
2 000,Sydney,Eau,Natation,Plongeon,1,2,Haut vol 10 m,H
2 000,Sydney,Eau,Natation,Plongeon,1,2,Plongeon synchronisé haut vol 10 m,F
2 000,Sydney,Eau,Natation,Plongeon,1,2,Plongeon synchronisé haut vol 10 m,H
2 000,Sydney,Eau,Natation,Plongeon,1,2,Plongeon synchronisé tremplin 3 m,F
2 000,Sydney,Eau,Natation,Plongeon,1,2,Plongeon synchronisé tremplin 3 m,H
2 000,Sydney,Eau,Natation,Plongeon,1,2,Tremplin 3 m,F
2 000,Sydney,Eau,Natation,Plongeon,1,2,Tremplin 3 m,H
2 000,Sydney,Equitation,Equitation,Equitation - complet,9,14,Individuel,M
2 000,Sydney,Equitation,Equitation,Equitation - complet,9,14,Par équipes,M
2 000,Sydney,Equitation,Equitation,Equitation - dressage,9,14,Individuel,M
2 000,Sydney,Equitation,Equitation,Equitation - dressage,9,14,Par équipes,M
2 000,Sydney,Equitation,Equitation,Equitation - obstacle,9,14,Individuel,M
2 000,Sydney,Equitation,Equitation,Equitation - obstacle,9,14,Par équipes,M
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,Plus de 67 kg,F
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,Plus de 80 kg,H
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,49-57 kg,F
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,49 kg,F
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,57-67 kg,F
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,58-68 kg,H
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,58 kg,H
2 000,Sydney,Combat,Taekwondo,Taekwondo,2,16,68-80 kg,H
2 000,Sydney,Raquette,Tennis,Tennis,10,15,Double,F
2 000,Sydney,Raquette,Tennis,Tennis,10,15,Double,H
2 000,Sydney,Raquette,Tennis,Tennis,10,15,Simple,F
2 000,Sydney,Raquette,Tennis,Tennis,10,15,Simple,H
2 000,Sydney,Raquette,Tennis,Tennis de table,10,15,Double,F
2 000,Sydney,Raquette,Tennis,Tennis de table,10,15,Double,H
2 000,Sydney,Raquette,Tennis,Tennis de table,10,15,Simple,F
2 000,Sydney,Raquette,Tennis,Tennis de table,10,15,Simple,H
2 000,Sydney,Adresse,Tir,Tir,5,5,10 m cible mobile (30 + 30 coups),H
2 000,Sydney,Adresse,Tir,Tir,5,5,10 m pistolet à air (40 coups),F
2 000,Sydney,Adresse,Tir,Tir,5,5,10 m pistolet à air (60 coups),H
2 000,Sydney,Adresse,Tir,Tir,5,5,10 m rifle à air (40 coups),F
2 000,Sydney,Adresse,Tir,Tir,5,5,10 m rifle à air (60 coups),H
2 000,Sydney,Adresse,Tir,Tir,5,5,25 m pistolet (30 + 30 coups),F
2 000,Sydney,Adresse,Tir,Tir,5,5,25 m pistolet feu rapide (60 coups),H
2 000,Sydney,Adresse,Tir,Tir,5,5,50 m pistolet (60 coups),H
2 000,Sydney,Adresse,Tir,Tir,5,5,50 m rifle 3 positions (3 × 20 coups),F
2 000,Sydney,Adresse,Tir,Tir,5,5,50 m rifle 3 positions (3 × 40 coups),H
2 000,Sydney,Adresse,Tir,Tir,5,5,50 m rifle couché (60 coups),H
2 000,Sydney,Adresse,Tir,Tir,5,5,Double trap (120 cibles),F
2 000,Sydney,Adresse,Tir,Tir,5,5,Double trap (150 cibles),H
2 000,Sydney,Adresse,Tir,Tir,5,5,Fosse olympique (125 cibles),H
2 000,Sydney,Adresse,Tir,Tir,5,5,Fosse olympique (75 cibles),F
2 000,Sydney,Adresse,Tir,Tir,5,5,Skeet (125 cibles),H
2 000,Sydney,Adresse,Tir,Tir,5,5,Skeet (75 cibles),F
2 000,Sydney,Adresse,Tir à l'arc,Tir à l'arc,5,17,Individuel (ronde olympique FITA - 70 m),F
2 000,Sydney,Adresse,Tir à l'arc,Tir à l'arc,5,17,Individuel (ronde olympique FITA - 70 m),H
2 000,Sydney,Adresse,Tir à l'arc,Tir à l'arc,5,17,Par équipes (ronde olympique FITA - 70 m),F
2 000,Sydney,Adresse,Tir à l'arc,Tir à l'arc,5,17,Par équipes (ronde olympique FITA - 70 m),H
2 000,Sydney,Gymnastique,Trampoline,Trampoline,4,27,Individuel,F
2 000,Sydney,Gymnastique,Trampoline,Trampoline,4,27,Individuel,H
2 000,Sydney,Complet,Triathlon,Triathlon,11,26,Individuel,F
2 000,Sydney,Complet,Triathlon,Triathlon,11,26,Individuel,H
2 000,Sydney,Cyclisme,Cyclisme,Cyclisme - tout-terrain,6,8,Cross-country,F
2 000,Sydney,Cyclisme,Cyclisme,Cyclisme - tout-terrain,6,8,Cross-country,H
2 000,Sydney,Eau,Voile,Voile,1,12,470 - dériveur biplace,F
2 000,Sydney,Eau,Voile,Voile,1,12,470 - dériveur biplace,H
2 000,Sydney,Eau,Voile,Voile,1,12,49er - dériveur lourd,M
2 000,Sydney,Eau,Voile,Voile,1,12,Dériveur solitaire (Europe),F
2 000,Sydney,Eau,Voile,Voile,1,12,Dériveur solitaire open (Laser),M
2 000,Sydney,Eau,Voile,Voile,1,12,Finn - dériveur monoplace lourd,H
2 000,Sydney,Eau,Voile,Voile,1,12,Mistral - planche à voile,H
2 000,Sydney,Eau,Voile,Voile,1,12,Mistral - planche à voile,F
2 000,Sydney,Eau,Voile,Voile,1,12,Quillard deux équipiers open (Star),M
2 000,Sydney,Eau,Voile,Voile,1,12,Quillard flotte-match race (Soling),M
2 000,Sydney,Eau,Voile,Voile,1,12,Tornado - multicoque,M
2 000,Sydney,Collectif,Volley-ball,Volley-ball,7,19,Volley-ball,F
2 000,Sydney,Collectif,Volley-ball,Volley-ball,7,19,Volley-ball,H
2 000,Sydney,Collectif,Volley-ball,Volley-ball de plage,7,19,Volley-ball de plage,F
2 000,Sydney,Collectif,Volley-ball,Volley-ball de plage,7,19,Volley-ball de plage,H
2 000,Sydney,Eau,Water-polo,Water-polo,1,22,Water-polo,F
2 000,Sydney,Collectif,Base-ball,Base-ball,7,33,Base-ball,H
2 000,Sydney,Collectif,Softball,Softball,7,34,Softball,F
2 000,Sydney,Eau,Water-polo,Water-polo,1,22,Water-polo,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m marche,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,100 m haies,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,110 m haies,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,20 km marche,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,3 000 m steeple,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,400 m haies,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,400 m haies,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,5 000 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,5 000 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,50 km marche,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Décathlon,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Heptathlon,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Marathon,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Marathon,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Marteau,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Saut à la perche,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,H
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Triple saut,F
1996,Atlanta,Athlétisme,Athlétisme,Athlétisme,3,1,Triple saut,H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Deux en couple (2x),F
1996,Atlanta,Eau,Aviron,Aviron,1,6,Deux en couple (2x),H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Deux en couple poids légers (2x),F
1996,Atlanta,Eau,Aviron,Aviron,1,6,Deux en couple poids légers (2x),H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur (2-),F
1996,Atlanta,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur (2-),H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),F
1996,Atlanta,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Quatre en couple sans barreur,F
1996,Atlanta,Eau,Aviron,Aviron,1,6,Quatre en couple sans barreur,H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Quatre en pointe sans barreur,H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Quatre en pointe sans barreur poids légers (4-),H
1996,Atlanta,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),F
1996,Atlanta,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),H
1996,Atlanta,Raquette,Badminton,Badminton,10,20,Double,F
1996,Atlanta,Raquette,Badminton,Badminton,10,20,Double,H
1996,Atlanta,Raquette,Badminton,Badminton,10,20,Double,M
1996,Atlanta,Raquette,Badminton,Badminton,10,20,Simple,F
1996,Atlanta,Raquette,Badminton,Badminton,10,20,Simple,H
1996,Atlanta,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,F
1996,Atlanta,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,H
1996,Atlanta,Combat,Boxe,Boxe,2,7,Moins de 48 kg (poids mi-mouche),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,Plus de 91 kg (poids superlourd),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,48-51 kg (poids mouche),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,51-54 kg (poids coq),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,54-57 kg (poids plume),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,57-60 kg (poids léger),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,"60-63,5 kg (poids superléger)",H
1996,Atlanta,Combat,Boxe,Boxe,2,7,"63,5-67 kg (poids mi-moyen)",H
1996,Atlanta,Combat,Boxe,Boxe,2,7,67-71 kg (poids super mi-moyen),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,71-75 kg,H
1996,Atlanta,Combat,Boxe,Boxe,2,7,75-81 kg (poids mi-lourd),H
1996,Atlanta,Combat,Boxe,Boxe,2,7,81-91 kg (poids lourd),H
1996,Atlanta,Eau,Canoë,Canoë - slalom,1,9,C-1 (canoë monoplace),H
1996,Atlanta,Eau,Canoë,Canoë - slalom,1,9,C-2 (canoë biplace),H
1996,Atlanta,Eau,Canoë,Canoë - slalom,1,9,K-1 (kayak monoplace),F
1996,Atlanta,Eau,Canoë,Canoë - slalom,1,9,K-1 (kayak monoplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,C-1 1 000 m (canoë monoplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,C-1 500 m (canoë monoplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,C-2 1 000 m (canoë biplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,C-2 500 m (canoë biplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-1 1 000 m (kayak monoplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-1 500 m (kayak monoplace),F
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-1 500 m (kayak monoplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-2 1 000 m (kayak biplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-2 500 m (kayak biplace),F
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-2 500 m (kayak biplace),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-4 1 000 m (kayak à quatre),H
1996,Atlanta,Eau,Canoë,Canoë - sprint,1,9,K-4 500 m (kayak à quatre),F
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,1 km contre-la-montre,H
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Course aux points,F
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Course aux points,H
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite individuel,F
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite individuel,H
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite par équipes (4 000 m),H
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse individuel,F
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse individuel,H
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Course sur route individuel,F
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Course sur route individuel,H
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Contre-la-montre individuel,F
1996,Atlanta,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Contre-la-montre individuel,H
1996,Atlanta,Combat,Escrime,Escrime,2,11,Epée individuel,F
1996,Atlanta,Combat,Escrime,Escrime,2,11,Epée individuel,H
1996,Atlanta,Combat,Escrime,Escrime,2,11,Epée par équipes,F
1996,Atlanta,Combat,Escrime,Escrime,2,11,Epée par équipes,H
1996,Atlanta,Combat,Escrime,Escrime,2,11,Fleuret individuel,F
1996,Atlanta,Combat,Escrime,Escrime,2,11,Fleuret individuel,H
1996,Atlanta,Combat,Escrime,Escrime,2,11,Fleuret par équipes,F
1996,Atlanta,Combat,Escrime,Escrime,2,11,Fleuret par équipes,H
1996,Atlanta,Combat,Escrime,Escrime,2,11,Sabre individuel,H
1996,Atlanta,Combat,Escrime,Escrime,2,11,Sabre par équipes,H
1996,Atlanta,Collectif,Football,Football,7,23,Football,F
1996,Atlanta,Collectif,Football,Football,7,23,Football,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Anneaux,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barre fixe,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres asymétriques,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres parallèles,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Cheval d'arçons,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Poutre,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval,H
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Ballon,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Concours des ensembles,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Concours général - ballon,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Concours général - corde,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Concours individuel multiple,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Corde,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Massues,F
1996,Atlanta,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Ruban,F
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Plus de 108 kg (poids superlourd),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,54-59 kg (poids coq),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Moins de 54 kg (poids mouche),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,59-64 kg (poids plume),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,64-70 kg (poids léger),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,70-76 kg (poids moyen),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,76-83 kg (poids mi-lourd),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,83-91 kg (poids lourd-léger),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,91-99 kg (poids lourd 1re classe),H
1996,Atlanta,Haltérophilie,Haltérophilie,Haltérophilie,8,10,99-108 kg (poids lourd),H
1996,Atlanta,Collectif,Handball,Handball,7,25,Handball,F
1996,Atlanta,Collectif,Handball,Handball,7,25,Handball,H
1996,Atlanta,Collectif,Hockey,Hockey,7,21,Hockey,F
1996,Atlanta,Collectif,Hockey,Hockey,7,21,Hockey,H
1996,Atlanta,Combat,Judo,Judo,2,13,Moins de 48 kg (poids superléger),F
1996,Atlanta,Combat,Judo,Judo,2,13,Plus de 100 kg (poids lourd),H
1996,Atlanta,Combat,Judo,Judo,2,13,Plus de 72 kg (poids lourd),F
1996,Atlanta,Combat,Judo,Judo,2,13,48-52 kg (poids mi-léger),F
1996,Atlanta,Combat,Judo,Judo,2,13,52-56 kg (poids léger),F
1996,Atlanta,Combat,Judo,Judo,2,13,56-61 kg (poids mi-moyen),F
1996,Atlanta,Combat,Judo,Judo,2,13,60-66 kg (poids mi-léger),H
1996,Atlanta,Combat,Judo,Judo,2,13,61-66 kg (poids moyen),F
1996,Atlanta,Combat,Judo,Judo,2,13,66-72 kg (poids mi-lourd),F
1996,Atlanta,Combat,Judo,Judo,2,13,66-73 kg (poids léger),H
1996,Atlanta,Combat,Judo,Judo,2,13,73-81 kg (poids mi-moyen),H
1996,Atlanta,Combat,Judo,Judo,2,13,81-90 kg (poids moyen),H
1996,Atlanta,Combat,Judo,Judo,2,13,90-100 kg (poids mi-lourd),H
1996,Atlanta,Combat,Judo,Judo,2,13,Moins de 60 kg,H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,Moins de 48 kg (poids mi-mouche),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,100-130 kg (poids superlourd),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,48-52 kg (poids mouche),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,52-57 kg (poids coq),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,57-62 kg (poids plume),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,62-68 kg (poids léger),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,68-74 kg (poids mi-moyen),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,74-82 kg (poids moyen),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,82-90 kg (poids mi-lourd),H
1996,Atlanta,Combat,Lutte,Lutte gréco-romaine,2,4,90-100 kg (poids lourd),H
1996,Atlanta,Combat,Lutte,Lutte libre,2,4,Moins de 48 kg (poids mi-mouche),H
1996,Atlanta,Combat,Lutte,Lutte libre,2,4,100-130 kg (poids superlourd),H
1996,Atlanta,Combat,Lutte,Lutte libre,2,4,48-52 kg (poids mouche),H
1996,Atlanta,Combat,Lutte,Lutte libre,2,4,52-57 kg (poids coq),H
